predicted
7.578048197
8.898562606
8.006244827
7.546853495
6.584671691
8.348570684
6.695252339
10.30009544
10.87067979
6.265501497
9.50602126
7.419955689
7.730683848
10.56855145
3.785959656
3.913690668
3.382623184
9.830600689
9.398330646
10.12738097
10.98938127
9.565020673
6.884882789
9.417160432
4.16088751
8.301162643
4.359936805
10.71992689
7.364027298
6.513295951
5.32191178
9.367193562
6.842586624
7.733774394
3.371284503
8.124283885
8.080315056
8.118716123
10.71261825
8.633714488
6.075541924
6.690845297
8.759204548
3.700156732
8.514235172
8.544960271
4.891943794
4.245430724
5.725685403
6.108899833
7.747765794
6.70330279
11.06681001
4.03207411
4.879992318
4.502454239
8.405829419
5.232510068
6.923229381
5.162141119
4.483882333
4.098191401
8.431396382
4.318900183
4.782412508
6.148698798
9.738320996
3.992837594
9.87286536
3.984877897
10.9722464
6.941805213
10.97464037
8.022770666
9.089638071
3.533182038
5.466771563
4.176143374
5.572596582
4.164485268
5.74596291
6.510129547
3.731285588
8.718257293
7.719230003
5.328530222
7.375136878
3.967750807
7.793400988
10.59791461
5.750612153
8.519343896
4.268222147
8.907593551
5.519148432
4.676129014
7.87726613
3.381743365
9.801394226
3.259418767
